run,seed,gen,evals,best_train,best_size,mean_size,median_size,nodes
5,4005,94,18812,0.0509505,156,153.13,156,2101579
5,4005,96,19208,0.0508762,145,150.51,156,2161733
5,4005,98,19604,0.0507055,188,149.075,155.5,2220858
5,4005,100,20000,0.0506748,194,154.79,157,2281184
6,4006,0,200,0.0543309,7,12.83,9,2566
6,4006,2,596,0.052447,25,9.025,7,6366
6,4006,4,992,0.052447,25,10.565,8,10113
6,4006,6,1388,0.0523745,31,13.35,11,15442
6,4006,8,1784,0.052183,20,18.66,18.5,22130
6,4006,10,2180,0.052183,20,23.37,22,31033
6,4006,12,2576,0.0520143,47,31.615,30,42494
6,4006,14,2972,0.0520143,47,39.59,36.5,56874
6,4006,16,3368,0.0520143,47,49.615,48,75782
6,4006,18,3764,0.0518559,112,60.175,53.5,98455
6,4006,20,4160,0.0515615,114,83.19,91,128703
6,4006,22,4556,0.050954,113,95.015,103.5,164780
6,4006,24,4952,0.0508674,92,98.965,111,203797
6,4006,26,5348,0.0501654,92,106.85,113,246115
6,4006,28,5744,0.0501654,92,96.7,105,285360
6,4006,30,6140,0.0499518,99,100.1,107,324945
6,4006,32,6536,0.0499518,99,94.47,99,363295
6,4006,34,6932,0.0499518,99,90.96,97,399702
6,4006,36,7328,0.049949,113,92.39,99,435957
6,4006,38,7724,0.049949,113,92.675,99,472485
6,4006,40,8120,0.0499374,100,92.125,99,509156
6,4006,42,8516,0.0499374,100,95.32,99,546830
6,4006,44,8912,0.0499007,116,96.415,100,585461
6,4006,46,9308,0.0499007,116,95.75,101.5,623057
6,4006,48,9704,0.0499007,116,101.72,103,663033
6,4006,50,10100,0.0496913,118,103.485,105,703379
6,4006,52,10496,0.0496614,102,102.42,108.5,743998
6,4006,54,10892,0.0496614,102,109.51,116,786262
6,4006,56,11288,0.049609,106,108.335,114,828620
6,4006,58,11684,0.0493493,112,105.425,107,870364
6,4006,60,12080,0.0493493,112,99.05,103.5,910078
6,4006,62,12476,0.0493493,112,101.405,106,949739
6,4006,64,12872,0.0493493,112,103.35,110,990415
6,4006,66,13268,0.0492509,113,106.2,112,1032133
6,4006,68,13664,0.049211,127,108.545,113,1074541
6,4006,70,14060,0.0491203,111,108.155,113,1117998
6,4006,72,14456,0.0490767,134,107.92,114,1160942
6,4006,74,14852,0.0490495,127,111.965,117,1205269
6,4006,76,15248,0.0489579,135,117.18,127,1252407
6,4006,78,15644,0.0486666,129,124.64,127,1300911
6,4006,80,16040,0.0485696,126,122.78,129,1350375
6,4006,82,16436,0.0484623,137,123.445,127,1399881
6,4006,84,16832,0.0484456,143,124.26,129,1448050
6,4006,86,17228,0.0484424,141,130.36,133,1499049
6,4006,88,17624,0.048347,143,132.22,139,1550702
6,4006,90,18020,0.0483423,143,135.81,141,1603664
6,4006,92,18416,0.0482698,154,139.69,144,1658002
6,4006,94,18812,0.0479564,158,147.015,154,1715295
6,4006,96,19208,0.0479564,158,147.61,152,1773094
6,4006,98,19604,0.0477846,153,147.425,153,1831103
6,4006,100,20000,0.0477846,153,145.12,153,1888992
7,4007,0,200,0.0589998,26,12.815,9,2563
