run,seed,size,train,val,expr
23,4023,4,0.0563796,0.0505778,sin((x0 + -0.897))
23,4023,6,0.0542978,0.0489492,sin((x0 + -0.849)) + x0
23,4023,7,0.0534182,0.0480355,sin(sin((x0 + -0.897))) + x0
24,4024,1,0.0674722,0.0631174,x0
24,4024,3,0.0674722,0.0631174,0.099 - x0
24,4024,4,0.0594876,0.0587047,sin((0.343 * x0))
24,4024,6,0.0565881,0.0540058,sin((0.687 - x0)) - x0
24,4024,8,0.055891,0.0518694,(sin((0.687 - x0)) - x0) - x0
25,4025,1,0.0674722,0.0631174,x0
25,4025,3,0.0674722,0.0631174,x0 - -0.409
25,4025,4,0.0621967,0.062722,exp((x0 * -0.122))
25,4025,5,0.0594839,0.0682359,exp(cos(x0)) - x0
25,4025,7,0.0573532,0.059979,(exp(cos(x0)) - x0) - x0
25,4025,7,0.0573532,0.059979,x0 - (exp(cos(x0)) - x0)
25,4025,9,0.0573532,0.059979,(exp(cos(x0)) - (x0 - -0.409)) - x0
25,4025,15,0.0558327,0.0495115,x0 + ((x0 * (sin(x0) - (x0 * -0.122))) + log((x0 - -0.409)))
25,4025,18,0.0557642,0.0494277,x0 + ((x0 * (sin(x0) - (x0 * -0.122))) + log(((x0 + x0) + cos(0.483))))
25,4025,26,0.0552292,0.0521532,(exp(cos(x0)) - ((x0 + ((x0 * (sin(x0) - (x0 * -0.122))) + log(((x0 + x0) + cos(0.483))))) - -0.409)) - x0
25,4025,41,0.0545302,0.0475135,(exp(cos(x0)) - ((x0 + ((x0 * (sin(x0) - (x0 * -0.122))) + log(((x0 + ((x0 * (sin(x0) - (x0 * -0.122))) + log(((x0 + x0) + cos(0.483))))) + cos(0.483))))) - -0.409)) - x0
26,4026,1,0.0674722,0.0631174,x0
26,4026,3,0.0674722,0.0631174,x0 / -0.785
26,4026,5,0.0674722,0.0631174,(x0 / -0.785) * -0.785
26,4026,6,0.0610223,0.0624018,x0 * (x0 + cos(x0))
26,4026,8,0.0558488,0.0517624,(x0 + 0.341) * (x0 + cos(x0))
26,4026,9,0.0540127,0.0520484,(x0 + 0.268) * (x0 + sin(cos(x0)))
26,4026,13,0.0529326,0.051223,((x0 + 0.268) * (x0 + cos(x0))) * (x0 + cos(x0))
26,4026,17,0.0529326,0.051223,((x0 + 0.268) * (x0 + cos(x0))) * (((x0 / -0.785) * -0.785) + cos(x0))
27,4027,1,0.0674722,0.0631174,x0
27,4027,3,0.0674722,0.0631174,-0.352 * x0
27,4027,4,0.0559787,0.0511086,sin((0.913 - x0))
27,4027,7,0.0542945,0.0482791,x0 + exp(sin((0.719 * x0)))
27,4027,9,0.0542945,0.0482791,-0.352 * (x0 + exp(sin((0.719 * x0))))
28,4028,1,0.0674722,0.0631174,x0
28,4028,3,0.0674722,0.0631174,0.844 * x0
28,4028,4,0.0559036,0.0517557,sin((x0 + -0.923))
29,4029,1,0.0674722,0.0631174,x0
29,4029,3,0.0674722,0.0631174,x0 - -0.183
29,4029,4,0.0559259,0.0513894,cos((0.653 + x0))
29,4029,6,0.0558041,0.0513424,x0 - cos((0.653 + x0))
29,4029,7,0.0542517,0.0503586,x0 - cos(sin((x0 * 0.82)))
