run,seed,gen,evals,best_train,best_size,mean_size,median_size,nodes
3,4003,132,19178,0.0526296,32,18.99,17,297933
3,4003,134,19486,0.0526296,32,18.92,17,303028
3,4003,136,19778,0.0526296,32,18.735,17,307614
3,4003,138,20000,0.0526296,32,20.895,18.5,311409
4,4004,0,200,0.060332,15,13.27,9,2654
4,4004,2,556,0.058846,8,5.71,5,4741
4,4004,4,869,0.0538126,11,5.12,4,6044
4,4004,6,1176,0.0538126,11,5.965,5,7552
4,4004,8,1514,0.0538126,11,4.545,4,8982
4,4004,10,1813,0.0538126,11,5.14,4,10213
4,4004,12,2153,0.0538126,11,4.67,4,11631
4,4004,14,2469,0.0538126,11,4.755,4,12953
4,4004,16,2779,0.0538126,11,4.785,4,14231
4,4004,18,3108,0.0538126,11,4.725,4,15623
4,4004,20,3414,0.0538126,11,4.95,4,16875
4,4004,22,3732,0.0538126,11,4.62,4,18113
4,4004,24,4035,0.0538126,11,4.905,4,19336
4,4004,26,4355,0.0538126,11,4.855,4,20697
4,4004,28,4664,0.0538126,13,5.295,4,22013
4,4004,30,4988,0.0538126,13,5.475,4,23411
4,4004,32,5314,0.0538126,13,6.075,4,24973
4,4004,34,5652,0.0538126,13,5.11,4,26361
4,4004,36,6001,0.0538126,13,5.015,4,27870
4,4004,38,6338,0.0538126,13,5.305,4,29297
4,4004,40,6665,0.0538126,13,5.225,4,30673
4,4004,42,6997,0.0538126,13,5.525,4,32059
4,4004,44,7336,0.0538126,13,4.845,4,33407
4,4004,46,7648,0.0538126,13,6.055,4.5,34850
4,4004,48,7977,0.0538126,13,5.565,4,36337
4,4004,50,8324,0.0538126,13,5.495,4,37862
4,4004,52,8650,0.0538126,13,5.34,4,39334
4,4004,54,8980,0.0538126,13,5.04,4,40691
4,4004,56,9321,0.0538126,13,4.995,4,42136
4,4004,58,9638,0.0538126,13,5.705,4,43582
4,4004,60,9975,0.0538126,13,4.955,4,44958
4,4004,62,10289,0.0538126,13,4.935,4,46216
4,4004,64,10605,0.0538126,13,5.665,4,47700
4,4004,66,10913,0.0538126,13,5.995,4,49141
4,4004,68,11252,0.0538126,13,4.885,4,50527
4,4004,70,11563,0.0538126,13,4.78,4,51786
4,4004,72,11892,0.0538126,13,5.23,4,53281
4,4004,74,12235,0.0538126,13,4.905,4,54710
4,4004,76,12548,0.0538126,13,5.34,4,56038
4,4004,78,12879,0.0538126,13,5.16,4,57451
4,4004,80,13213,0.0538126,13,5.21,4,59057
4,4004,82,13543,0.0538126,13,5.205,4,60504
4,4004,84,13878,0.0538126,13,5.475,4,61975
4,4004,86,14191,0.0538126,13,5.645,4,63418
4,4004,88,14523,0.0538126,13,4.76,4,64797
4,4004,90,14834,0.0538126,13,5.9,4,66209
4,4004,92,15155,0.0538126,13,5.46,4,67625
4,4004,94,15481,0.0538126,13,5.315,4,69034
4,4004,96,15790,0.0538126,15,5.51,4,70316
4,4004,98,16121,0.0538126,15,5.015,4,71746
4,4004,100,16446,0.0538126,15,5.995,4,73187
4,4004,102,16782,0.0537796,16,6.065,4,74751
4,4004,104,17118,0.0537796,18,6.27,4,76415
4,4004,106,17418,0.0537796,18,7.185,6,78094
4,4004,108,17733,0.0537796,18,7.125,6,79980
4,4004,110,18036,0.0537796,18,8.44,6,82059
4,4004,112,18351,0.0536873,25,8.015,7,84112
4,4004,114,18662,0.0536873,25,8.33,7,86091
4,4004,116,18998,0.0536873,25,8.345,6,88563
4,4004,118,19317,0.0536873,27,9.425,6.5,90564
4,4004,120,19646,0.0536873,27,8.35,6,92866
4,4004,122,19982,0.0536873,27,7.185,6,95010
4,4004,123,20000,0.0536873,27,8.535,6,95157
5,4005,0,200,0.0674722,12,13.035,8.5,2607
5,4005,2,542,0.0560712,4,6.705,6,4806
