run,seed,water,deficit,wet
4,3004,6.78432,512.667,1.26739
4,3004,9.15171,507.3,1.22971
4,3004,59.369,220.489,4.14442
4,3004,17.6298,459.211,1.78327
4,3004,48.8802,277.281,4.15707
4,3004,114.466,49.0856,12.5435
4,3004,143.575,3.69179,25.4639
4,3004,11.9185,489.136,1.43934
4,3004,55.8267,241.274,3.52556
4,3004,81.5802,128.036,6.74522
4,3004,70.6394,179.774,4.55975
4,3004,148.11,1.2091,31.2991
4,3004,79.7361,141.912,7.26415
4,3004,74.4992,166.814,5.04297
4,3004,97.3557,88.2753,7.92794
4,3004,141.021,3.8362,27.5318
4,3004,79.0507,146.147,7.27465
4,3004,20.2004,449.17,1.75978
4,3004,90.7506,100.247,10.7774
4,3004,40.7393,319.084,2.37191
4,3004,10.3154,499.022,1.36833
4,3004,12.9206,472.016,1.86944
4,3004,36.9604,331.081,2.89664
4,3004,83.4336,126.006,7.10226
4,3004,142.785,2.95244,27.8072
4,3004,34.862,400.45,1.6471
4,3004,124.432,25.6342,16.6258
4,3004,57.2415,261.572,3.01142
4,3004,63.7837,204.411,6.24733
4,3004,42.0112,312.71,2.52428
4,3004,161.457,0.0860559,19.5958
4,3004,32.7221,364.814,1.9557
4,3004,136.701,6.87368,23.743
4,3004,106.396,64.5959,10.3998
4,3004,109.918,57.2694,11.5602
4,3004,37.4902,384.674,1.69505
4,3004,100.137,83.0015,13.5777
4,3004,92.6472,99.2818,7.86359
4,3004,90.9971,96.8251,8.60583
4,3004,14.3867,490.694,1.27445
4,3004,137.816,5.46656,22.2319
4,3004,104.573,72.0911,9.71859
4,3004,60.8493,215.988,6.26261
4,3004,108.991,67.0189,10.172
4,3004,122.286,29.5246,16.0479
4,3004,132.27,13.2948,19.5582
4,3004,65.2681,196.809,5.87776
4,3004,43.8995,303.559,2.77452
4,3004,77.1541,151.988,6.6438
4,3004,71.7607,176.219,4.42539
4,3004,102.279,77.9839,13.6079
4,3004,86.5103,117.97,6.76933
4,3004,113.058,45.075,12.882
4,3004,127.349,20.6141,17.6973
4,3004,141.543,3.66644,26.1955
4,3004,127.398,20.3003,17.5438
4,3004,23.754,415.045,2.1169
4,3004,128.362,17.7609,18.1427
4,3004,146.456,1.63486,28.641
4,3004,129.467,15.4276,18.9031
4,3004,68.0066,187.603,5.18235
4,3004,32.2127,424.459,1.3963
4,3004,34.2848,356.786,2.02074
4,3004,120.981,34.7003,14.4074
4,3004,35.8539,337.018,2.79793
4,3004,123.529,32.3572,14.8785
4,3004,87.62,103.745,8.90584
4,3004,145.492,1.89061,28.8581
4,3004,46.3384,304.834,2.45911
4,3004,88.5582,100.295,9.2075
